"Klarna Checkout has failed to load. Please <a href=""javascript:;"" onclick=""location.reload(true)"">reload checkout.</a>","De Klarna Checkout kan niet worden geladen. Laad de checkout <a href=""javascript:;"" onclick=""location.reload(true)"">opnieuw.</a>"
"Order total does not match for order #%1. Klarna total is %2 vs Magento total %3","Het totaalbedrag van deze bestelling komt niet overeen met bestelling #%1. Klarna's totaalbedrag is %2 - Magento totaalbedrag is %3"
"Unable to process order. Please try again","We konden deze bestelling niet verwerken. Probeer het opnieuw. "
"Order already exist.","Deze bestelling bestaat al."
"Unable to complete order. Please try again","We konden deze bestelling niet afronden. Probeer het opnieuw. "
"Klarna Checkout","Klarna Checkout"
"Unable to initialize Klarna checkout order","Niet mogelijk om de Klarna-checkout bestelling te initialiseren"
"Unable to initialize Klarna checkout order. Klarna api error: %1","Niet mogelijk om de Klarna-checkout bestelling te initialiseren. Klarna api foutmelding: %1"
"There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account.","Er is al een account met dit e-mailadres. Meld je aan met dit e-mailadres of vul een ander e-mailadres in om je account te registreren."
"Invalid checkout type.","Ongeldig type checkout. "
"Sorry, guest checkout is not enabled. Please try again or contact the store owner.","Sorry, gast checkout is niet ingeschakeld. Probeer het opnieuw of neem contact op met de eigenaar van de winkel."
"Customer Address is not valid.","Ongeldig klantadres."
"Please enter a valid email address.","Vul een geldig e-mailadres in."
"Sorry, but administrator denied subscription for guests. Please <a href=""%1"">register</a>.","Sorry, maar de beheerder heeft deze gastaanmelding afgewezen. <a href=""%1"">Registreer hier</a>."
"Confirmation request has been sent.","Bevestigingsverzoek is verzonden."
"Thank you for your subscription.","Bedankt voor je aanmelding."
"There was a problem with the subscription: %1","Er is een probleem met je aanmelding: %1"
"There was a problem with the subscription.","Er is een probleem met je aanmelding."
"Shipping Countries","Verzenden naar volgende landen"
"Supported shipping countries for Klarna.","Verzenden naar volgende landen is mogelijk met Klarna."
"Disable Klarna for specific customer groups","Zet Klarna uit voor specifieke klant groepen"
"Selected groups will see standard checkout instead of Klarna checkout.","Geselecteerde groepen zien een standaard checkout in plaats van de Klarna-checkout."
"External Payment Methods","Externe betaalmethodes"
"Merchant Checkbox","Webwinkel selectievakje"
"Enable a checkbox within the checkout to trigger user behavior. May not be available in all markets.","Schakel een selectievakje in bij het afrekenen om gebruikersgedrag te activeren. Mogelijk niet beschikbaar in alle markten."
"Merchant Checkbox Text","Webwinkel selectievakje tekst"
"Leave blank to use default text with selected method.","Laat dit leeg om standaardtekst met de geselecteerde methode te gebruiken."
"Merchant Checkbox Required","Webwinkel selectievakje verplicht"
"If the checkbox must be checked before the customer can place the order.","Als het selectievakje moet worden aangevinkt voordat de klant de bestelling kan plaatsen."
"Merchant Checkbox Checked","Webwinkel selectievakje aangevinkt"
"If the checkbox will be checked by default.","Of het selectievakje standaard wordt aangevinkt."
"Allow Guest Checkout","Gast checkout toestaan"
"If guests are allowed to buy through KCO. If not, guest customers will be redirected to Magento's default checkout. Registered customers will still see KCO.","Of gasten aankopen mogen doen via KCO. Zo niet, dan worden zij doorgestuurd naar Magento’s standaard Checkout. De KCO blijft zichtbaar voor geregistreerde klanten."
"URL to terms and conditions","URL naar algemene voorwaarden"
"URL to this store's own terms and conditions.","URL naar de algemene voorwaarden van deze webwinkel."
"Separate shipping addresses","Alternatieve verzendadressen"
"Allow shipping address to be different from billing address.","Toestaan dat een verzendadres anders is dan het factuuradres."
"Auto focus Klarna Checkout","Auto focus Klarna Checkout"
"Pre-fill Customer Details","Klantgegevens vooraf invullen"
"Pre-fill Klarna Checkout with stored customer data.","Opgeslagen klantgegevens vooraf invullen in de Klarna Checkout."
"Title mandatory","Titel verplicht"
"Only available in certain markets.","Alleen beschikbaar in bepaalde markten."
"Date of birth mandatory","Geboortedatum verplicht"
"Checkout button color","Checkout knop kleur"
"Checkout button text color","Checkout knop tekstkleur"
"Checkout checkbox color","Checkout selectievakje kleur "
"Checkout checkbox check mark color","Checkout selectievakje kleur vinkje"
"Checkout header color","Checkout header kleur"
"Checkout link color","Checkout link kleur"
"Example: #0072CC","Voorbeeld: #0072CC"
"PayPal Express","PayPal Express"
"Checkout using PayPal.","Checkout met PayPal."
"Newsletter Signup","Aanmelden voor de nieuwsbrief"
"Signup to our newsletter","Aanmelden voor onze nieuwsbrief"
"Create Account","Account aanmaken"
"Create account for faster checkout next time","Maak een account aan om je bestelling volgende keer sneller af te handelen"
"We use Klarna Checkout as our checkout, which offers a simplified purchase experience. When you choose to go to the checkout, your email address, first name, last name, date of birth, address and phone number may be automatically transferred to Klarna Bank AB (publ), enabling the provision of Klarna Checkout. <a href='%1' target='_blank'>These User Terms</a> apply for the use of Klarna Checkout.","We gebruiken Klarna Checkout om onze klanten een eenvoudige aankoopervaring te bieden. Wanneer je ervoor kiest om naar de checkout te gaan, kunnen je e-mailadres, voornaam, achternaam, geboortedatum, adres en telefoonnummer automatisch worden doorgegeven aan Klarna Bank AB (publ) om de Klarna Checkout mogelijk te maken. Deze <a href='%1' target='_blank'> algemene voorwaarden </a> zijn van toepassing op het gebruik van Klarna Checkout."
"C/O ",t.a.v
"Fill Address Details","Vul adresgegevens in"
"Apply the terms of use for data transmission","Pas de gebruiksvoorwaarden toe voor gegevensoverdracht"
"Packstation Enabled","Pakketkluizen geactiveerd"
"Customer pre-fill notice Enabled","Klantmelding vooraf invullen ingeschakeld"
"Display a pre-fill notice to registered customer before submitting details to Klarna. The customer must accept the notice before continuing checkout.","Toon een vooringestelde melding aan de geregistreerde klant voordat jullie gegevens naar Klarna verzenden. De klant moet de melding accepteren voordat hij kan afrekenen."
"Checkbox Id","Selectievakje ID"
"Checked By Default","Standaard aangevinkt"
"Required By Default","Standaard vereist"
"Checkbox Text","Selectievakje tekst"
"Invalid Klarna API Credentials. Please check your Merchant ID, Shared Secret, and selected API Version.","Incorrecte Klarna API-referenties. Controleer jullie webwinkel-ID, het gedeeld geheim (shared secret) en geselecteerde API-versie."
"Order processed by Klarna.","Bestelling door Klarna verwerkt"
"Acknowledge call failed. Check log for details.","Bevestiging call is mislukt. Controleer de log voor meer gegevens."
"Klarna order id required for update","Klarna bestelling ID noodzakelijk voor update "
"Klarna order is already finished.","Klarna bestelling is al afgerond."
Select,Kies
"Klarna Checkout module api configuration warning:","Klarna Checkout module api configuratie waarschuwing:"
"You cannot use both Klarna Checkout and Klarna Payments in the same website. Please disable one of them and try again.","Jullie kunnen niet Klarna Checkout en Klarna Payments tegelijk gebruiken op dezelfde website. Deactiveer een van beide en probeer het opnieuw."
"Store(s) affected: ","Betreft webwinkel(s): "
"When using Klarna Checkout, please select a “Klarna Checkout” API version instead of a “Klarna Payments” one.","Als Klarna Checkout wordt gebruikt, kies de “Klarna Checkout” API-versie in plaats van de versie voor “Klarna Payments”."
"Klarna Checkout title mandatory warning:","Klarna Checkout titel verplichte waarschuwing:"
"The title value from the Klarna Checkout and customer settings are incorrectly configured. Either they should both be required or you can leave the setting as optional under customer settings. However, if the setting is “required” under customer settings then it must be set to “required” under Klarna Checkout as well.","De titel van de Klarna Checkout en klantinstellingen zijn incorrect geconfigureerd. Beide moeten verplicht zijn of jullie kunnen de instelling als optioneel bij de klantinstellingen laten staan. Als de instelling echter ""verplicht"" is onder de klantinstellingen, moet deze ook onder Klarna Checkout worden ingesteld op ""verplicht""."
"Click here to go to <a href=""%1"">Klarna Checkout Configuration</a> and change your settings.","Klik hier voor <a href=""%1"">Klarna checkout configuratie</a> en jullie instellingen aan te passen."
"Klarna Checkout phone mandatory warning:","Waarschuwing Klarna Checkout telefoonnummer verplicht:"
"The phone value from the Klarna Checkout and customer settings are incorrectly configured. Either they should both be required or you can leave the setting as optional under customer settings. However, if the setting is “required” under customer settings then it must be set to “required” under Klarna Checkout as well.","De waarde Telefoonnummer van de Klarna Checkout en klantinstellingen is incorrect. Staat de instelling bij klantinstellingen als 'Verplicht', dan moet deze in de Klarna Checkout ook worden ingesteld als 'Verplicht'. Het alternatief is dat jullie deze waarde bij klantinstellingen instellen als 'Optioneel'."
"Klarna Checkout date of birth mandatory warning:","Waarschuwing Klarna Checkout geboortedatum verplicht:"
"The date of birth value from the Klarna Checkout and customer settings are incorrectly configured. Either they should both be required or you can leave the setting as optional under customer settings. However, if the setting is “required” under customer settings then it must be set to “required” under Klarna Checkout as well.","De waarde Geboortedatum van de Klarna Checkout en klantinstellingen is incorrect. Staat de instelling bij klantinstellingen als 'Verplicht', dan moet deze in de Klarna Checkout ook worden ingesteld als 'Verplicht'. Het alternatief is dat jullie deze waarde bij klantinstellingen instellen als 'Optioneel'."
"Update Payment Status","Update status betaling"
"Shipping Methods",Verzendmethodes
"Select Method","Kies methode"
Price,Prijs
"Method Title","Titel methode"
"Carrier Title","Titel transportbedrijf"
"Sorry, no quotes are available for this order at this time","Sorry, op dit moment is er voor deze bestelling geen prijsopgave beschikbaar."
"No shipping methods available for entered address","Geen verzendmenthode beschikbaar voor het ingevoerde adres."
"Additional payment methods not processed through Klarna, e.g. PayPal, that can be included on the Klarna checkout page. Make sure to enable the specific payment method first for it to show up in the list","Alternatieve betaalmethoden die niet worden verwerkt via Klarna, zoals PayPal, kunnen worden toegevoegd op de Klarna-betaalpagina. De specifieke betaalmethode moet eerst inschakelt zijn, voordat deze in de lijst wordt getoond."
"URL to cancellation terms","URL naar annuleringsvoorwaarden"
"URL to this store's own cancellation terms and conditions.","URL voor de algemene voorwaarden van deze webwinkel."
"URL to redirect for checkout failures","URL voor het doorsturen van mislukte checkouts"
"Must be a fully qualified URL. If left blank, defaults to the cart URL.","Dit moet een volledig FQDN-gekwalificeerde URL zijn. Als dit veld leeg is, dan wordt standaard de URL van de winkelwagen gebruikt."
"Shipping methods in iframe","Verzendmethodes in iframe"
"Display shipping methods in Klarna iframe. (This is ignored and forced to 'no' in some markets)","Verzendmethodes weergeven in Klarna iframe. (Voor sommige markten wordt dit genegeerd en automatisch ingesteld op 'nee')"
"Customer pre-fill notice","Vooringevulde klantmelding"
"Display a pre-fill notice to registered customer before submitting details to Klarna. The customer must accept the notice to have their account details shared with Klarna.","Toon een vooraf ingestelde melding aan de geregistreerde klant voordat jullie de gegevens naar Klarna verzenden. De klant moet de melding accepteren voordat zijn accountgegevens met Klarna worden gedeeld."
"National identification number mandatory","Nationaal identificatienummer verplicht"
"Telephone number mandatory","Telefoonnummer verplicht"
"Only available in certain markets. NOTE: You must also update the attribute in Magento to make this field optional if you set this to ""no""","Alleen beschikbaar voor bepaalde markten. OPMERKING: Jullie moeten ook het attribuut in Magento bijwerken om dit veld optioneel te maken als jullie hier ""nee"" inzetten."
"Enable B2B mode","Schakel B2B-modus in"
"Enable B2B checkout mode","Schakel B2B checkout-modus in"
"Business ID attribute","Bedrijfs-ID kenmerk"
"Custom attribute for business id","Aangepast kenmerk voor bedrijfs-ID"
"Custom Checkboxes","Aangepaste selectievakjes"
"Add multiple additional custom checkboxes to Klarna Checkout.","Voeg meerdere aangepaste selectievakjes toe aan de Klarna Checkout."
"Checkout border radius","Checkout rand radius"
"Example: 0px","Voorbeeld: 0px"
"Klarna Checkout (North America)","Klarna Checkout (Noord-Amerika)"
"Klarna Checkout (Europe)","Klarna Checkout (Europa)"
"Klarna Checkout (Netherlands)","Klarna Checkout (Nederland)"
"Klarna Checkout (DACH)","Klarna Checkout (DACH)"
