"Klarna Checkout has failed to load. Please <a href=""javascript:;"" onclick=""location.reload(true)"">reload checkout.</a>","Klarna Checkout kunde inte laddas. Vänligen <a href=""javascript:;"" onclick=""location.reload(true)"">ladda om kassan.</a>"
"Order total does not match for order #%1. Klarna total is %2 vs Magento total %3","Den totala summan matchar inte för order #%1. Klarnas summa är %2 jämfört med Magentos summa %3"
"Unable to process order. Please try again","Kunde inte behandla ordern. Vänligen försök igen."
"Order already exist.","Ordern existerar redan."
"Unable to complete order. Please try again","Kunde inte slutföra köpet. Vänligen försök igen."
"Klarna Checkout","Klarna Checkout"
"Unable to initialize Klarna checkout order","Kunde inte initialisera Klarna Checkout-order."
"Unable to initialize Klarna checkout order. Klarna api error: %1","Kunde inte initialisera Klarna Checkout-order. Klarna API-error: %1"
"There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account.","Det finns redan en registrerad kund med denna mejladress. Vänligen logga in med denna mejladress eller skriv in en annan mejladress för att skapa ditt konto."
"Invalid checkout type.","Ogiltig kassatyp."
"Sorry, guest checkout is not enabled. Please try again or contact the store owner.","Tyvärr så är inte gästkassan aktiverad. Vänligen försök igen eller kontakta butiksägaren."
"Customer Address is not valid.","Ogiltig adress."
"Please enter a valid email address.","Vänligen uppge en giltig mejladress."
"Sorry, but administrator denied subscription for guests. Please <a href=""%1"">register</a>.","Tyvärr så kan inte gäster prenumerera på butikens nyhetsbrev. Vänligen <a href=""%1"">skapa ett konto</a>."
"Confirmation request has been sent.","Verifikationsförfrågan har skickats."
"Thank you for your subscription.","Tack för att du prenumererar."
"There was a problem with the subscription: %1","Det uppstod ett problem med att starta prenumerationen: %1"
"There was a problem with the subscription.","Det uppstod ett problem med att starta prenumerationen."
"Shipping Countries",Fraktländer
"Supported shipping countries for Klarna.","Länder som Klarna Checkout ska stödja frakt till."
"Disable Klarna for specific customer groups","Avaktivera Klarna Checkout för specifika kundgrupper"
"Selected groups will see standard checkout instead of Klarna checkout.","De valda grupperna kommer att se standardkassan istället för Klarna Checkout."
"External Payment Methods","Externa Betalningsmetoder"
"Merchant Checkbox","Extra Kryssruta"
"Enable a checkbox within the checkout to trigger user behavior. May not be available in all markets.","Lägg till en kryssruta i kassan för att tillåta ytterligare användarval. Möjligtvis inte tillgängligt för alla marknader."
"Merchant Checkbox Text","Extra Kryssrutetext"
"Leave blank to use default text with selected method.","Lämna tom för att använda standardtexten från den valda betalningsmetoden."
"Merchant Checkbox Required","Extra Kryssruta Obligatorisk"
"If the checkbox must be checked before the customer can place the order.","Om den extra kryssrutan måste bli ikryssad av kunden innan köpet kan slutföras."
"Merchant Checkbox Checked","Extra Kryssruta Ikryssad"
"If the checkbox will be checked by default.","Om kryssrutan är ikryssad som standard."
"Allow Guest Checkout","Tillåt Gästkassa"
"If guests are allowed to buy through KCO. If not, guest customers will be redirected to Magento's default checkout. Registered customers will still see KCO.","Om gäster tillåts handla genom KCO. Om inte, blir dessa kunder omdirigerade till Magentos standard-kassa. Registrerade kunder kommer fortsatt kunna se KCO."
"URL to terms and conditions","Länk till villkor"
"URL to this store's own terms and conditions.","Länk till denna butiks egna villkor."
"Separate shipping addresses","Separat leveransadress"
"Allow shipping address to be different from billing address.","Tillåt leveransadressen att vara annorlunda från faktureringsadressen."
"Auto focus Klarna Checkout","Autofokusera Klarna Checkout"
"Pre-fill Customer Details","Autoifyll Kunddata"
"Pre-fill Klarna Checkout with stored customer data.","Autoifyll Klarna Checkout med lagrad kunddata."
"Title mandatory","Titel obligatorisk"
"Only available in certain markets.","Endast tillgänglig i specifika marknader."
"Date of birth mandatory","Födelsedatum obligatoriskt"
"Checkout button color","Färg på kassans knappar"
"Checkout button text color","Färg på kassans knapptexter"
"Checkout checkbox color","Färg på kassans kryssrutor"
"Checkout checkbox check mark color","Färg på kassans kryssrutebock"
"Checkout header color","Färg på kassans header"
"Checkout link color","Färg på kassans länkar"
"Example: #0072CC","Exempel: #0072CC"
"PayPal Express","PayPal Express"
"Checkout using PayPal.","Betala med PayPal."
"Newsletter Signup",Nyhetsbrevsprenumeration
"Signup to our newsletter","Prenumerera på vårt nyhetsbrev"
"Create Account","Skapa konto"
"Create account for faster checkout next time","Skapa konto för snabbare utcheckning"
"We use Klarna Checkout as our checkout, which offers a simplified purchase experience. When you choose to go to the checkout, your email address, first name, last name, date of birth, address and phone number may be automatically transferred to Klarna Bank AB (publ), enabling the provision of Klarna Checkout. <a href='%1' target='_blank'>These User Terms</a> apply for the use of Klarna Checkout.","Vi använder Klarna Checkout som vår kassa, vilket erbjuder en förenklad köpupplevelse. När du går till kassan kommer din mejladress, ditt förnamn, efternamn, födelsedatum, adress och telefonnummer automatiskt skickas till Klarna Bank AB(publ) för att kunna tillhandahålla Klarna Checkout. <a href='%1' target='_blank'>Dessa Villkor</a> tillämpas för användandet av Klarna Checkout."
"C/O ",C/O
"Fill Address Details","Ange Adress"
"Apply the terms of use for data transmission","Tillämpa användarvillkoren för dataöverföring"
"Packstation Enabled","Packstation Aktiverad"
"Customer pre-fill notice Enabled","Autoifyllnadsnotis Aktiverad"
"Display a pre-fill notice to registered customer before submitting details to Klarna. The customer must accept the notice before continuing checkout.","Visa en autoifyllnadsnotis för registrerade kunder innan deras data skickas till Klarna. Kunden måste acceptera notisen innan de kan gå vidare i kassan."
"Checkbox Id","ID för Kryssruta"
"Checked By Default","Ikryssad Som Standard"
"Required By Default","Obligatorisk Som Standard"
"Checkbox Text",Kryssrutetext
"Invalid Klarna API Credentials. Please check your Merchant ID, Shared Secret, and selected API Version.","Ogiltiga Klarna API-uppgifter. Vänligen dubbelkolla ditt butiks-ID, delad hemlighet samt vald API-version."
"Order processed by Klarna.","Order behandlad av Klarna."
"Acknowledge call failed. Check log for details.","Bekräftelseförfrågan(Acknowledge) misslyckades. Se loggen för detaljer."
"Klarna order id required for update","Klarnas order-ID behövs för att uppdatera"
"Klarna order is already finished.","Klarna-ordern är redan avslutad."
Select,Välj
"Klarna Checkout module api configuration warning:","Klarna Checkout-modul API-konfigurationsvarning:"
"You cannot use both Klarna Checkout and Klarna Payments in the same website. Please disable one of them and try again.","Du kan inte använda både Klarna Checkout och Klarna Payments på samma gång. Vänligen avaktivera en av dem och försök igen."
"Store(s) affected: ","Påverkade butiker: "
"When using Klarna Checkout, please select a “Klarna Checkout” API version instead of a “Klarna Payments” one.","När Klarna Checkout används, vänligen välj en API-version som avser ""Klarna Checkout"" istället för ""Klarna Payments""."
"Klarna Checkout title mandatory warning:","Klarna Checkout-varning, obligatorisk titel:"
"The title value from the Klarna Checkout and customer settings are incorrectly configured. Either they should both be required or you can leave the setting as optional under customer settings. However, if the setting is “required” under customer settings then it must be set to “required” under Klarna Checkout as well.","Titelvärdet från Klarna Checkout och kundinställningarna har konfigurerats felaktigt. De ska antingen båda vara obligatoriska eller så kan du sätta inställningen till frivillig under kundinställningarna. I det fall att kundinställningen är ""obligatorisk"" så måste den också vara ""obligatorisk"" under Klarna Checkouts inställningar."
"Click here to go to <a href=""%1"">Klarna Checkout Configuration</a> and change your settings.","Klicka här för att gå till <a href=""%1"">Klarna Checkout Konfiguration</a> och ändra dina inställningar."
"Klarna Checkout phone mandatory warning:","Klarna Checkout-varning, obligatoriskt telefonnummer:"
"The phone value from the Klarna Checkout and customer settings are incorrectly configured. Either they should both be required or you can leave the setting as optional under customer settings. However, if the setting is “required” under customer settings then it must be set to “required” under Klarna Checkout as well.","Telefonnummervärdet från Klarna Checkout och kundinställningarna har konfigurerats felaktigt. De ska antingen båda vara obligatoriska eller så kan du sätta inställningen till frivillig under kundinställningarna. I det fall att kundinställningen är ""obligatorisk"" så måste den också vara ""obligatorisk"" under Klarna Checkouts inställningar."
"Klarna Checkout date of birth mandatory warning:","Klarna Checkout-varning, obligatoriskt födelsedatum:"
"The date of birth value from the Klarna Checkout and customer settings are incorrectly configured. Either they should both be required or you can leave the setting as optional under customer settings. However, if the setting is “required” under customer settings then it must be set to “required” under Klarna Checkout as well.","Födelsedatumsvärdet från Klarna Checkout och kundinställningarna har konfigurerats felaktigt. De ska antingen båda vara obligatoriska eller så kan du sätta inställningen till frivillig under kundinställningarna. I det fall att kundinställningen är ""obligatorisk"" så måste den också vara ""obligatorisk"" under Klarna Checkouts inställningar."
"Update Payment Status","Updatera betalningsstatus"
"Shipping Methods",Leveransmetoder
"Select Method","Välj Metod"
Price,Pris
"Method Title","Namn på Leveransmetod"
"Carrier Title","Namn på Transportföretag"
"Sorry, no quotes are available for this order at this time","Tyvärr finns inga offerter tillgängliga för denna order just nu"
"No shipping methods available for entered address","Inga leveransmetoder finns tillgängliga för den angivna adressen"
"Additional payment methods not processed through Klarna, e.g. PayPal, that can be included on the Klarna checkout page. Make sure to enable the specific payment method first for it to show up in the list","Ytterligare betalningsmetoder är inte behandlade av Klarna, t.ex PayPal, som kan visas på Klarna Checkout-sidan. Se till att aktivera den specifika betalningsmetoden först för att den ska dyka upp i listan."
"URL to cancellation terms","Länk till avbeställningsvillkor"
"URL to this store's own cancellation terms and conditions.","Länk till denna butiks egna avbeställningsvillkor."
"URL to redirect for checkout failures","Länk för att dirigera om kunden vid kassaproblem"
"Must be a fully qualified URL. If left blank, defaults to the cart URL.","Måste vara en giltig URL. Om fältet lämnas tomt används en länk till kundvagnen."
"Shipping methods in iframe","Leveransmetoder i Klarna Checkout"
"Display shipping methods in Klarna iframe. (This is ignored and forced to 'no' in some markets)","Visa leveransmetoder inuti Klarna Checkout. (Detta ignoreras och sätts automatiskt till ""Nej"" i vissa marknader)"
"Customer pre-fill notice",Autoifyllnadsnotis
"Display a pre-fill notice to registered customer before submitting details to Klarna. The customer must accept the notice to have their account details shared with Klarna.","Visa en autoifyllnadsnotis för registrerade kunder innan deras data skickas till Klarna. Kunden måste acceptera notisen innan de kan gå vidare i kassan."
"National identification number mandatory","Personnummer obligatoriskt"
"Telephone number mandatory","Telefonnummer obligatoriskt"
"Only available in certain markets. NOTE: You must also update the attribute in Magento to make this field optional if you set this to ""no""","Endast tillgängligt i specifika marknader. OBS: Du måste också uppdatera attributet i Magento för att göra detta fält frivilligt om du sätter det till ""nej"""
"Enable B2B mode","Aktivera B2B"
"Enable B2B checkout mode","Aktivera B2B-kassa"
"Business ID attribute","Attribut för Företags-ID"
"Custom attribute for business id","Anpassat attribut för företags-ID"
"Custom Checkboxes","Anpassade Kryssrutor"
"Add multiple additional custom checkboxes to Klarna Checkout.","Lägg till flera anpassade kryssrutor till Klarna Checkout."
"Checkout border radius","Avrundning av hörn i kassan"
"Example: 0px","Exempel: 0px"
"Klarna Checkout (North America)","Klarna Checkout (Nordamerika)"
"Klarna Checkout (Europe)","Klarna Checkout (Europa)"
"Klarna Checkout (Netherlands)","Klarna Checkout (Nederländerna)"
"Klarna Checkout (DACH)","Klarna Checkout (DACH)"
